Prueba,Palabra,Indice Casilla,Coordenadas,Tiempo,Tiempo Total,Errores
10,ANTES,5,"[(0.25833704769611404, 0.726291513442994), (0.26744796931743664, 0.7358064770698556), (0.2764017865061764, 0.7389090001583108), (0.28595660030841874, 0.7396275520324715), (0.2969606459140782, 0.7417209684848795), (0.3085250526666646, 0.7452718198299417), (0.3210099816322331, 0.7488770604133614), (0.3355291247367863, 0.7543179392814645), (0.35775069594383285, 0.7595149517059335), (0.3776133418083195, 0.7640294611454019), (0.4030631542205814, 0.7680481135845195), (0.42567553222179455, 0.7704834640026104), (0.44726575613021896, 0.7725829064846049), (0.46194364130497023, 0.7740664243698131), (0.4766215264797215, 0.774484258890153), (0.4827971160411839, 0.7722228765487682), (0.4873641610145573, 0.7699614942073832), (0.49084386825561566, 0.7683238387107859), (0.4945724099874501, 0.767545974254609), (0.49666103124618566, 0.7678337931633005), (0.49666103124618566, 0.7709063529968271), (0.49666103124618566, 0.7739789128303538), (0.49493594169616734, 0.7755679547786724), (0.4932960212230686, 0.7771569967269908), (0.49157093167305027, 0.7787460386753093), (0.4927598059177402, 0.7806895017623912), (0.49394868016243015, 0.7837213873863231), (0.4937426537275318, 0.7854411542415629), (0.49311475157737766, 0.7871609210968028), (0.4950694888830188, 0.7901928067207347), (0.49444045126438174, 0.7899691104888926), (0.49381141364574466, 0.7886569917202007), (0.4959721773862843, 0.7904223740100871), (0.49543482661247296, 0.7931195139884959), (0.49403992593288465, 0.7945045351982127), (0.4910055041313176, 0.797502624988557), (0.4855851531028752, 0.8005007147789012), (0.480501109361649, 0.8028662264347087), (0.47681196630001105, 0.8055761575698863), (0.47681196630001105, 0.8068557739257823), (0.47651172280311627, 0.8078344404697428), (0.47621147930622143, 0.8086662948131572), (0.4741800278425221, 0.8075803995132457), (0.47042986452579544, 0.8024824559688579), (0.4647092700004582, 0.7978343904018412), (0.4623233407735829, 0.7922176718711864)]",72.7687047,144.6880761,0
10,TAB. INICIAL,0,"[(0.0621673647314314, 0.8027737319469462), (0.06651043109595814, 0.804346787929536), (0.06927754692733326, 0.8080088615417491), (0.07125113084912339, 0.8107143044471752), (0.07200938239693681, 0.8157333374023448), (0.07209203317761462, 0.8217232942581187), (0.07229676395654719, 0.8276093900203717), (0.07250149473547977, 0.8314064681530011), (0.07270622551441235, 0.8362273752689375), (0.07282830551266713, 0.8387346923351302), (0.0729503855109219, 0.8409976005554214), (0.0729503855109219, 0.8427479445934309), (0.07338581979274791, 0.8444982886314406), (0.0742617726325993, 0.8452248036861434), (0.07561567053198856, 0.8461491286754622), (0.07696956843137784, 0.8466300666332259), (0.0778455212712292, 0.846827876567842), (0.07782350406050724, 0.8473088145256057), (0.07736096829175991, 0.8475066244602217), (0.07688302323222203, 0.8475066244602217), (0.07640507817268413, 0.8472234964370742), (0.07640507817268413, 0.8475066244602217), (0.07640507817268413, 0.8475066244602217), (0.07640507817268413, 0.8484407305717483), (0.07488296255469365, 0.8490579426288619), (0.07408868446946186, 0.8502069115638747), (0.07256656885147136, 0.8505409955978408), (0.07150698900222821, 0.8508750796318069), (0.07044740915298504, 0.850558185577394), (0.06964418590068858, 0.849809050559999), (0.06811312511563342, 0.8475567936897292)]",82.7440126,144.6880761,0
10,TAB. VERBOS,1,"[(0.26815591603517575, 0.7693606495857248), (0.28104621767997784, 0.7623530268669139), (0.29194120168685955, 0.7553454041481027), (0.3007842004299168, 0.751876664161683), (0.30749608576297804, 0.7500802278518686), (0.3130639493465428, 0.7512713313102731), (0.3161122322082524, 0.7535733938217172), (0.32151363193988847, 0.7558754563331613), (0.32691503167152447, 0.7581775188446054), (0.3309919565916066, 0.7658404886722574), (0.3348504960536961, 0.7793116807937632), (0.3393653035163884, 0.7954782366752635), (0.3419652402400975, 0.812462753057481), (0.3453396767377857, 0.8294472694396985), (0.34996804594993625, 0.8443377435207381), (0.35294405519962346, 0.8522288918495192), (0.3528735131025318, 0.8563137173652663), (0.3518553942441944, 0.8624754071235671), (0.3517848521471027, 0.8686370968818679), (0.351434284448624, 0.8715319216251389), (0.3518582165241245, 0.8744267463684098), (0.3532297253608707, 0.8773872911930101), (0.3532297253608707, 0.8769843816757217), (0.3502537161111835, 0.8736209273338332), (0.347628274559975, 0.8680562436580672), (0.34209473431110415, 0.8624915599823012), (0.3394692927598957, 0.8579945564270034), (0.3380008608102802, 0.852088171243669), (0.33606838881969486, 0.8491423308849348), (0.33252317309379614, 0.8477154135704055), (0.3311115562915806, 0.8468855023384109), (0.3267291814088825, 0.8426125168800367), (0.32339846491813706, 0.8402175426483167), (0.32339846491813706, 0.8352806866168987), (0.32501120865345046, 0.8310261368751537), (0.32804570198059124, 0.8261745810508738), (0.3319173544645314, 0.821756523847581), (0.3335300981998447, 0.8160715639591227), (0.3335300981998447, 0.8141953885555278), (0.3349518477916721, 0.8110523104667674), (0.33618085384368934, 0.8060647487640391), (0.34171466827392616, 0.8013792455196391), (0.34867023229599037, 0.7979606449604045)]",91.1182835,144.6880761,0
10,TAB. VERBOS2,1,"[(0.2643804252147679, 0.8227017283439648), (0.2640141308307652, 0.8323561310768139), (0.26762005686759993, 0.8404257118701949), (0.26762005686759993, 0.8482131481170668), (0.26762005686759993, 0.8550123989582076), (0.26762005686759993, 0.8609309971332564), (0.26762005686759993, 0.8668495953083054), (0.26735741496086163, 0.8724534213542954), (0.26623409986496016, 0.875169819593431), (0.26421577334404034, 0.8775264739990251), (0.2621974468231206, 0.8796834170818343), (0.26017912030220075, 0.884013438224794), (0.2571158185601239, 0.8871184885501877), (0.25491319000721024, 0.889275431632997), (0.25491319000721024, 0.8897340953350081), (0.25360557287931484, 0.8892607867717757), (0.2522979557514195, 0.8870877087116256), (0.2522979557514195, 0.8867879331111922), (0.25360557287931484, 0.8867879331111922), (0.2538765594363217, 0.8872612416744247), (0.2554551631212239, 0.8891738891601577), (0.2573757901787762, 0.8919725060462967), (0.25929641723632857, 0.8928978204727189), (0.25990942716598553, 0.896130400896074), (0.25904640406370205, 0.899362981319429), (0.2581833809614186, 0.9011562228202836), (0.257160079479218, 0.902193313837053), (0.25613677799701734, 0.9026272773742692), (0.25418957322835967, 0.902193313837053), (0.2513911888003354, 0.8999267637729661), (0.2501991063356404, 0.8976602137088792), (0.24882527887821243, 0.8951733708381668), (0.24557697027921715, 0.8947394073009507), (0.2445324093103413, 0.8947394073009507), (0.24520876854658172, 0.8951222419738786), (0.2429989814758305, 0.8951491177082078), (0.23893222212791482, 0.8947931587696092), (0.23601483255624817, 0.8915669739246382), (0.23181759864091914, 0.8883407890796675), (0.22795567065477412, 0.8855244338512435), (0.22452128678560296, 0.8820545017719283), (0.2229438751935963, 0.8773065507411971), (0.2229438751935963, 0.8738627374172225), (0.22493998259305995, 0.8692035615444198), (0.2269360899925236, 0.8652692377567306), (0.23165031820535703, 0.8605723619461074)]",102.6073629,144.6880761,0
10,VIAJAR,3,"[(0.8096566736698161, 0.8060347259044658), (0.8101186752319347, 0.8115520894527446), (0.8105806767940532, 0.8193567812442792), (0.810333412885667, 0.8284385383129133), (0.810457581281663, 0.835011959075929), (0.8116854131221782, 0.840231984853746), (0.8132942199707042, 0.8437496006488814), (0.8159169256687175, 0.8451213777065292), (0.819579303264619, 0.847663646936418), (0.8234968602657329, 0.8502059161663069), (0.8268979072570813, 0.8527481853961959), (0.8315209090709699, 0.8531465768814102), (0.8351300120353711, 0.8552904546260848), (0.8383570432662978, 0.8561896204948439), (0.8415410876274123, 0.8570887863636031), (0.8447115898132337, 0.8596079647541061), (0.8472109317779555, 0.8642710208892836), (0.8510342776775375, 0.8682623267173781), (0.8548949122428908, 0.8713544666767135), (0.8581719219684615, 0.8745172441005721), (0.8601409912109389, 0.8774440228939071), (0.8607554316520705, 0.8819379150867477), (0.8600458681583418, 0.8849596798419969), (0.8590002119541182, 0.8879814445972458), (0.8574620485305801, 0.8919978857040423), (0.8571507215499892, 0.8935649991035477), (0.8576432287693038, 0.8935649991035479), (0.858845299482347, 0.8946303129196185), (0.8595548629760756, 0.895695626735689), (0.8607569336891189, 0.895695626735689), (0.8614664971828475, 0.8967609405517596), (0.8621760606765762, 0.8962537229061145), (0.8622153341770185, 0.8921612262725848), (0.8631127715110793, 0.8879303693771379), (0.8631520450115217, 0.883837872743608), (0.8637774288654342, 0.8806696057319655), (0.864150941371919, 0.8790738701820388), (0.8644851803779614, 0.8824474275112166), (0.8641457140445723, 0.8829448163509384), (0.8646644115448012, 0.8812335669994369), (0.8639907062053693, 0.8785980880260482), (0.8635688722133651, 0.8732282817363753), (0.8631470382213606, 0.8627944767475142), (0.8620263695716872, 0.8546146273612989)]",110.4933757,144.6880761,0
10,TAB. INICIAL,0,"[(0.05695788860321084, 0.8112118661403667), (0.05792623907327691, 0.8180869579315198), (0.05862420201301614, 0.8243086099624646), (0.05963807068765202, 0.8282953560352337), (0.061439547315240296, 0.8347800254821791), (0.06386621110141316, 0.8406014204025283), (0.0667705651372675, 0.8464781522750868), (0.06979884542524854, 0.85127148628235), (0.07281517013907474, 0.8569448053836837), (0.07538941055536312, 0.861340314149858), (0.07738587558269543, 0.8654303431510939), (0.07906116396188778, 0.8688948154449477), (0.08061252608895345, 0.8723036348819747), (0.08185993805527729, 0.8746887981891647), (0.08317401781678242, 0.8757152736186995), (0.08409779742360157, 0.8755766987800613), (0.08450998887419743, 0.8744144678115859), (0.08492218032479329, 0.8732522368431106), (0.08533437177538913, 0.8731136620044723), (0.08494135811924977, 0.8713802695274367), (0.08418776243925137, 0.8684267640113845), (0.08341498896479647, 0.8654732584953322), (0.08264221549034159, 0.8635886490345015), (0.08188861981034319, 0.8632180631160751), (0.08192138671875042, 0.863982725143434), (0.08285482600331348, 0.8667567193508162), (0.08412912040948908, 0.8703482270240798), (0.08540341481566469, 0.8728708386421218), (0.08690364211797755, 0.8730619132518782), (0.08801052048802419, 0.8738511323928847), (0.08857730850577397, 0.8738511323928847), (0.08901422470808071, 0.8730336189270034), (0.08945114091038746, 0.8714268863201156), (0.0896429464221005, 0.8706376671791091), (0.08983475193381353, 0.8692823290824905), (0.09093474373221441, 0.8679269909858718), (0.09086423367261928, 0.8661124825477614), (0.09079372361302421, 0.8650871932506575), (0.09170190989971205, 0.8640619039535536), (0.09345137625932737, 0.863602733612062), (0.09449102580547376, 0.8622645735740676), (0.09650937169790312, 0.8589154660701765)]",122.0197327,144.6880761,0
10,TAB. CONCEPTOS,10,"[(0.7395924448966988, 0.2887585699558262), (0.7331088662147531, 0.2841648936271671), (0.7255517184734354, 0.2796179860830311), (0.7179945707321176, 0.276341632008553), (0.7123075783252725, 0.2754094302654271), (0.7088982343673715, 0.27447722852230116), (0.7054888904094705, 0.26718205660581634), (0.7036910295486459, 0.2598868846893315), (0.7018931686878214, 0.24664676934480712), (0.7024775624275217, 0.2382298141717915), (0.7006797015666969, 0.22498969882726713), (0.697897249460221, 0.21811255365610166), (0.6969126582145698, 0.21123540848493622), (0.6950985610485084, 0.21123540848493622), (0.6909022092819221, 0.20641224831342742), (0.6890881121158607, 0.20622802376747176), (0.6890881121158607, 0.2066295683383946), (0.6890881121158607, 0.20927597284317062), (0.6923209667205817, 0.2119223773479466), (0.6955538213253029, 0.2145687818527226), (0.7005833268165597, 0.21739941090345427), (0.7029866755008707, 0.22406588643789335), (0.7057114303112039, 0.22848750203847928), (0.7044208765029916, 0.23712148368358657), (0.7020175278186807, 0.2518233403563504), (0.6962597131729135, 0.2665251970291142), (0.6922985494136817, 0.2768054381012921), (0.6880159795284279, 0.28708567917347), (0.6867179930210121, 0.2931535542011265), (0.6876455962657936, 0.2931535542011265), (0.6901310145854958, 0.2931535542011265), (0.6941313624382026, 0.2931535542011265), (0.6981317102909095, 0.2900823861360554), (0.700759434700013, 0.2908592581748966), (0.7022743642330178, 0.29163613021373785), (0.7050798475742348, 0.28803139328956645), (0.7088610768318184, 0.28163377940654793), (0.7112345278263101, 0.274792188405991), (0.7112345278263101, 0.2641025573015217), (0.7112345278263101, 0.25046699494123503), (0.7094373762607583, 0.23770578503608747), (0.7051495492458353, 0.22400270402431532), (0.702269500494004, 0.20823774933815048), (0.7017629027366646, 0.18762592375278517)]",132.2915671,144.6880761,0
10,MUCHO,3,"[(0.7619646370410929, 0.8307388484478011), (0.7695218741893777, 0.8323103010654463), (0.7727799355983743, 0.8338817536830916), (0.7752584993839274, 0.8338817536830916), (0.7813090860843669, 0.8338817536830916), (0.7853717207908641, 0.8335183084011092), (0.7932546555995953, 0.8305875420570386), (0.8006202399730695, 0.8302240967750564), (0.8102792263031018, 0.8305875420570388), (0.8150841653347027, 0.8309509873390212), (0.821263188123704, 0.8322031259536757), (0.8246728897094737, 0.8377997696399703), (0.8288664400577558, 0.8408290922641768), (0.8303323745727551, 0.844479483366014), (0.8325993239879621, 0.8481823563575759), (0.835203325748445, 0.8509965360164656), (0.8370369791984571, 0.8517824828624739), (0.8384335041046157, 0.8517844974994674), (0.8398300290107741, 0.8508019983768478), (0.8410969853401198, 0.8497670173645033), (0.8420268893241897, 0.848732036352159), (0.8423736095428481, 0.8479481041431441), (0.8423736095428481, 0.8480005860328687), (0.8424687385559096, 0.8480530679225934), (0.8425638675689712, 0.8481055498123181), (0.8428926050663008, 0.8473720848560348), (0.8429877340793623, 0.8474245667457593), (0.8430828630924239, 0.8485138654708875), (0.8433164715766921, 0.8485138654708875), (0.844342434406282, 0.8485138654708875), (0.8444359660148635, 0.850389111042024), (0.8447631061077132, 0.8514784097671522), (0.845090246200563, 0.8506944775581372), (0.8458826005458846, 0.8517405450344098), (0.8463346600532546, 0.8531778156757367), (0.8469150900840774, 0.8538433969020855), (0.8469150900840774, 0.8545089781284346), (0.8465457379817977, 0.8552922844886794), (0.8446187019348159, 0.8535224914550795), (0.8412029922008528, 0.8513614952564253), (0.8377957224845899, 0.8463526487350477)]",138.6645433,144.6880761,0
-------,-------,-------,-------,-------,-------,-------
11,TAB. PERSONAS,4,"[(0.0445100005716089, 0.48032513260841414), (0.04537267237901724, 0.4854862809181217), (0.04605008251965083, 0.49090429544448877), (0.04653321243822611, 0.5013358354568485), (0.04704273343086279, 0.510897305607796), (0.047681956365704894, 0.5144749045372012), (0.048724491521716484, 0.5180525034666064), (0.05005938485264816, 0.5213732361793519), (0.051931884139776605, 0.5213732361793519), (0.05432695224881211, 0.516534358263016), (0.056610118225217256, 0.51574943959713), (0.05835370197892228, 0.5205883175134661), (0.05995912067592184, 0.5269871145486835), (0.06094590798020403, 0.5333859115839008), (0.061354126036167536, 0.5397847086191182), (0.06202942132949868, 0.5397847086191182), (0.06270471662282982, 0.5413446277379994), (0.06312147825956384, 0.5413446277379994), (0.06353823989629784, 0.5386629313230519), (0.06395500153303185, 0.5287975192070011), (0.06395500153303185, 0.5332995384931569), (0.06404719725251237, 0.5222955197095875), (0.06455444321036377, 0.5081771343946462), (0.06520431637764015, 0.4924962580204014), (0.06571156233549157, 0.49002092778682754), (0.06621880829334298, 0.48269218206405684), (0.06663385853171389, 0.4848819613456731), (0.06663385853171389, 0.4967307865619664), (0.06616729348897973, 0.5215074867010121), (0.06630992069840472, 0.5430700689554219), (0.06603090092539828, 0.5623023509979252), (0.06575188115239182, 0.5804340898990635), (0.06556246802210847, 0.5830808937549595), (0.06534786894917527, 0.5859842658042912), (0.06466670483350792, 0.5860799252986912), (0.064407187700272, 0.5861755847930913), (0.06401314586401025, 0.5890254378318791), (0.06352949738502542, 0.6008155465126042), (0.06320421323180238, 0.6008894085884099), (0.06287892907857934, 0.6009632706642155), (0.0625536449253563, 0.6010371327400212), (0.06236288547515908, 0.598261141777039), (0.062217044085264586, 0.5954851508140568), (0.06226196214556732, 0.5954851508140568), (0.06258724629879037, 0.5953242421150212), (0.06372886151075402, 0.5941283643245702), (0.06597708091139834, 0.5797399699687962), (0.06707377806305924, 0.5527528762817387), (0.06893699914217034, 0.5224114894866948), (0.07059700265526811, 0.48203388154506727), (0.07199404537677805, 0.4354747146368031), (0.07228448390960733, 0.40119152963161503), (0.07463609725236935, 0.3761120468378071), (0.07622118666768116, 0.35438685715198553), (0.077729127556086, 0.34285879731178326), (0.07875165417790454, 0.338547265529633), (0.07977418079972308, 0.3351522684097294), (0.07984213680028955, 0.3351522684097294), (0.07895552217960397, 0.3378789335489277), (0.07744758129119914, 0.34060559868812595), (0.07578553557395976, 0.3433322638273243), (0.07402284741401713, 0.3469690620899204), (0.07206591442227403, 0.3534436345100406), (0.07059457451105157, 0.36043378412723576), (0.06931363940238991, 0.3696207553148273), (0.06811885312199631, 0.3788077265024189), (0.06687568426132241, 0.38708456456661267), (0.06582676023244897, 0.3925236284732823), (0.06524681374430695, 0.39472045004367873), (0.06509778872132341, 0.39472045004367873), (0.06494876369833985, 0.39472045004367873)]",12.0599776,113.49317,0
11,NOSOTROS-AS,5,"[(0.3736598134040836, 0.6762745320796973), (0.3736598134040836, 0.7102150261402139), (0.37827886044979137, 0.7287280023098001), (0.38609081506729165, 0.7472409784793863), (0.3947975933551793, 0.7555358469486247), (0.4019538044929509, 0.7613139867782603), (0.4075422734022145, 0.7603633403778087), (0.41163000464439425, 0.7580363333225261), (0.4134313583374028, 0.7497414648532877), (0.41433788836002394, 0.7354477643966684), (0.4174576789140706, 0.7194284975528726), (0.4245310127735141, 0.7095782876014718), (0.43196214735508, 0.70397037267685), (0.4384867519140247, 0.7014643847942359), (0.4422948062419896, 0.70182433128357), (0.4438896000385289, 0.6994114935398109), (0.44309859275817914, 0.6905437171459206), (0.44038204252719926, 0.677051371335984), (0.43792317211628007, 0.6664249598979957), (0.43690584301948593, 0.6583124577999122), (0.4358885139226918, 0.652972739934922), (0.4345486491918568, 0.6512141048908241), (0.43320878446102185, 0.6512141048908241), (0.4316112399101262, 0.6512141048908241), (0.43128870427608534, 0.6526099383831031), (0.4309661686420444, 0.6540057718753822), (0.43074634969234504, 0.6547826170921333), (0.43074634969234504, 0.6555594623088844), (0.43052653074264563, 0.650285196304322), (0.427940791845322, 0.6382010877132422), (0.42423181235790286, 0.6256277978420264), (0.41826208829879796, 0.6130545079708105), (0.41207254528999365, 0.5827488780021672), (0.4061028212308887, 0.5477459520101552), (0.4010860830545429, 0.5362945139408116), (0.3966707140207294, 0.5078137665987019), (0.38928803205490153, 0.47918178737163586), (0.3767166137695316, 0.47505223155021703), (0.36326711475849194, 0.4816710829734806), (0.3512305498123173, 0.4707714438438419), (0.33719099760055576, 0.47739029526710547), (0.32676422894001045, 0.47739029526710547), (0.321526196599007, 0.4698900878429416), (0.3171662449836735, 0.4552015364170078), (0.3128062933683399, 0.44090852737426794), (0.3109712004661564, 0.42661551833152805), (0.31086596250534093, 0.4190925925970081), (0.31071402728557623, 0.41229979097843206), (0.309742304682732, 0.412695333361626), (0.307932743430138, 0.412695333361626), (0.3057304620742802, 0.41139571666717567), (0.30363341867923777, 0.40641807019710574), (0.30158307254314465, 0.39724258482456254), (0.3007452338933949, 0.38647170662879987), (0.30158307254314465, 0.3672759175300603), (0.3036334186792378, 0.3425872385501865)]",28.9855538,113.49317,0
11,TAB. INICIAL,0,"[(0.05586891695857086, 0.8255528688430799), (0.060221671685576815, 0.8339492976665509), (0.06457442641258279, 0.8408564269542707), (0.06710207909345665, 0.8443308472633376), (0.06844266653060953, 0.845239478349687), (0.06951877474784891, 0.8472870409488692), (0.0701570101082329, 0.8505031704902664), (0.0707952454686169, 0.8525507330894484), (0.07087455540895504, 0.8534593641757979), (0.07087455540895504, 0.8534593641757979), (0.07062632665038152, 0.8538008093833938), (0.07027458995580714, 0.8549904882907882), (0.06992285326123279, 0.8570337951183333), (0.06981934532523196, 0.8602160334587111), (0.06938801333308259, 0.8625691413879408), (0.06928450539708177, 0.8634418725967421), (0.06920491009950677, 0.8618290901184096), (0.06897912323474924, 0.8592146217823042), (0.06852687150239983, 0.8566001534461989), (0.06815421506762545, 0.8561314404010787), (0.06789496913552324, 0.8561314404010787), (0.06752231270074885, 0.8566001534461989), (0.06729584783315698, 0.857916778326036), (0.0673723742365841, 0.859233403205873), (0.06728182509541551, 0.857916778326036), (0.06699827015399976, 0.8561314404010787), (0.06690772101283116, 0.8543461024761214), (0.06663977280259173, 0.8503812670707717), (0.06630528867244762, 0.8464164316654219), (0.06566869132220784, 0.8418250143527997), (0.06392563208937685, 0.8367528557777417), (0.06328903473913708, 0.8316806972026838), (0.06331599466502705, 0.8292567491531383), (0.06333296410739461, 0.826832801103593), (0.06381912231445351, 0.8262766301631939), (0.06541174240410366, 0.8262766301631939), (0.06589790061116257, 0.8262766301631939), (0.06589790061116257, 0.8261965990066539), (0.06589790061116257, 0.8258388340473186), (0.06618772074580231, 0.8244619965553295), (0.06647754088044205, 0.8230097293853771)]",35.618892,113.49317,0
11,TAB. VERBOS,1,"[(0.2621251523494725, 0.7566525459289559), (0.2655476763844494, 0.7590373754501352), (0.2692808926105504, 0.7590373754501352), (0.26959158480167433, 0.7586134374141702), (0.2699022769927983, 0.7581894993782052), (0.2686019062995915, 0.7573068141937265), (0.2673230439424519, 0.7568828761577615), (0.26573348939418834, 0.7564589381217965), (0.2641439348459248, 0.7564589381217965), (0.26255438029766126, 0.7564589381217965), (0.2609648257493977, 0.7569176852703103), (0.2609648257493977, 0.7569176852703103), (0.2609648257493977, 0.75821836590767), (0.2610458284616475, 0.7627767145633706), (0.26067927479744, 0.7644197642803201), (0.2607602775096898, 0.7652779936790475), (0.26084128022193953, 0.7661362230777751), (0.2604747265577321, 0.7667288839817057), (0.26002717018127486, 0.7640638768672952), (0.2604747265577321, 0.7632790565490731), (0.26015300452709245, 0.7637803196907053), (0.2603050619363789, 0.7650664031505594), (0.2631829500198369, 0.7653173744678506), (0.26606083810329484, 0.7655683457851419), (0.27213799655437515, 0.766069608926774), (0.28096027374267624, 0.766069608926774), (0.2893087714910511, 0.7647835254669199), (0.29411274492740674, 0.7604152858257303), (0.29711921811103864, 0.7498097479343423), (0.29462953805923503, 0.7348406732082375), (0.2862810403108601, 0.7170986533164987), (0.2786112725734715, 0.6995808482170114), (0.2752142280340199, 0.6821546316146858), (0.2754788070917134, 0.6625175893306738), (0.27483602166175886, 0.6494426548480993), (0.27982271611690557, 0.6329301357269292), (0.28193662166595496, 0.6141887724399572), (0.28104405403137245, 0.5984379768371586), (0.2804814219474796, 0.581179511547089), (0.2826754808425907, 0.562507295608521), (0.2826754808425907, 0.5435507178306584), (0.2857621073722843, 0.5271000325679783), (0.2888487339019779, 0.5106493473052983), (0.28974130153656047, 0.513018107414246), (0.2914956659078602, 0.5153868675231937), (0.29368414282798805, 0.5242505192756657), (0.29593364894390145, 0.5331141710281376), (0.2996751129627232, 0.5331141710281376)]",41.196509,113.49317,0
11,PODER,7,"[(0.9260916411876696, 0.6209438920021062), (0.9256927251815814, 0.6278610646724706), (0.9243859112262742, 0.6373876452445991), (0.9219648122787494, 0.6442110776901252), (0.9193108558654803, 0.6468204855918891), (0.9160008132457751, 0.6510492980480201), (0.9099562585353868, 0.6555242180824287), (0.9017779171466843, 0.65786339044571), (0.8907352507114424, 0.6585831582546241), (0.8760677099227919, 0.6606951236724861), (0.8612334907054915, 0.662807089090348), (0.8492221057415023, 0.6646729469299324), (0.8403572857379927, 0.6660651445388801), (0.8347600400447858, 0.6674573421478278), (0.8322287499904645, 0.6694907844066627), (0.8302781045436871, 0.6729115605354317), (0.8277903974056254, 0.6786749482154854), (0.8254091858863841, 0.684438335895539), (0.8243752896785747, 0.692672514915467), (0.8241331696510326, 0.6988732516765601), (0.8235961079597484, 0.7050203442573555), (0.8235961079597484, 0.7109700143337258), (0.822997385263444, 0.7207471013069162), (0.82145175933838, 0.7242259800434121), (0.8199061334133159, 0.7315322756767282), (0.8183700025081645, 0.7422460913658151), (0.8168338716030131, 0.7508147180080422), (0.8158964633941661, 0.7555559277534494), (0.8144922852516185, 0.7666454851627359), (0.8123315393924724, 0.7751226007938395), (0.8097765386104594, 0.7789838373661052), (0.8063982129096996, 0.7828450739383708), (0.8030198872089397, 0.7856452941894542), (0.7999906301498424, 0.7859245836734783), (0.7968314051628124, 0.7860499143600475), (0.7945940017700206, 0.7882342278957377), (0.7924095928668986, 0.7882342278957377), (0.7902251839637767, 0.78929524421692), (0.7885683178901683, 0.7903562605381023), (0.7877979874610912, 0.7903562605381023)]",51.804218,113.49317,0
11,IR,3,"[(0.8211106419563304, 0.8335825920104994), (0.8203046262264262, 0.8390050649642958), (0.8191212892532359, 0.8426296949386611), (0.8168559908866893, 0.8467581510543838), (0.8139055371284496, 0.8491928040981307), (0.8103592097759258, 0.8520008206367506), (0.8071714699268352, 0.85283238887787), (0.8037541866302501, 0.85283238887787), (0.8001968443393718, 0.8523746788501754), (0.7979122459888469, 0.8519169688224807), (0.7968857944011699, 0.8491792559623732), (0.794365680217744, 0.8449642539024367), (0.7904879927635203, 0.8401078581810012), (0.7870402872562419, 0.8318214714527142), (0.7836201190948497, 0.8235350847244275), (0.7801999509334575, 0.8134665489196788), (0.7782734453678142, 0.80885090827942), (0.7780965328216564, 0.8054670333862315), (0.7780965328216564, 0.8092008233070385), (0.7786060690879832, 0.8115422546863567), (0.7791156053543101, 0.8154570043087016), (0.779625141620637, 0.8156829655170453), (0.7809783518314373, 0.8180243968963635), (0.7821546494960796, 0.8166320383548747), (0.7829983234405529, 0.8146775305271159), (0.7838419973850261, 0.8148384928703318), (0.7848897695541392, 0.8149994552135478), (0.7850938677787791, 0.813044947385789), (0.7852979660034191, 0.8110904395580303), (0.7860017657279978, 0.8120427668094645), (0.7867954671382915, 0.8129950940608989), (0.7873850703239451, 0.8139474213123332), (0.7879746735095988, 0.8148997485637676), (0.7888930499553691, 0.8184075772762309), (0.7891042828559887, 0.8184075772762309), (0.7891042828559887, 0.8178636968135844), (0.7891042828559887, 0.817319816350938), (0.7891042828559887, 0.8152043461799632), (0.7887755095958721, 0.8103797435760509), (0.7881157398223888, 0.8069797992706309), (0.7869990229606639, 0.8038697540760051), (0.7851252496242533, 0.8001318395137798)]",56.4464077,113.49317,0
11,TAB. INICIAL,0,"[(0.04003646485507524, 0.8127918243408214), (0.04006606675684488, 0.8204305946826945), (0.04009566865861452, 0.8270642518997203), (0.04012527056038416, 0.8314412176609052), (0.04019666984677351, 0.8352016687393201), (0.040238467231393224, 0.8386287093162549), (0.04038384556770361, 0.8409057259559644), (0.04052922390401399, 0.8420994997024549), (0.04067460224032438, 0.8433027982711806), (0.04077818319201505, 0.8465813934803021), (0.04081318713724649, 0.8493920207023633), (0.040586459636688596, 0.8519028961658492), (0.04035973213613069, 0.854413771629335), (0.04005102477967775, 0.856781661510469), (0.03969889506697691, 0.856781661510469), (0.03924478366971052, 0.8542895257473004), (0.0388391543179754, 0.851527249813081), (0.03838206790387666, 0.8481635451316848), (0.037927919998765346, 0.8441169738769544), (0.03751719444990193, 0.8397408783435834), (0.037277027592063305, 0.8375548064708724), (0.03708477839827573, 0.8353255271911635), (0.03687130399048363, 0.832812446355821), (0.03665509410202538, 0.8309822320938123), (0.03638467192649876, 0.8286173045635236), (0.03605924285948312, 0.8265544891357435), (0.035738321766257644, 0.8245454609394084), (0.03543966040015256, 0.8234216630458843), (0.03522277586162126, 0.82229786515236), (0.035015777498484, 0.8217926740646373), (0.034863786026835784, 0.8212874829769146), (0.034741824492812504, 0.8210418522357952), (0.034670285508036955, 0.8207962214946758), (0.03462595939636265, 0.8207962214946758), (0.034605681151152, 0.8210418522357952), (0.034605681151152, 0.8215470433235179), (0.034632894024253236, 0.8217926740646373), (0.03476167581975495, 0.8217926740646373), (0.03496867418289219, 0.8204769253730785), (0.03526149131357705, 0.8172595620155345), (0.035776532813907025, 0.8137826383113872)]",62.4905524,113.49317,0
